f, X_norm
 0.053750, 0.006348
 0.053875, 0.006200
 0.054000, 0.008197
 0.054125, 0.035086
 0.054250, 0.037287
 0.054375, 0.007172
 0.054500, 0.015921
 0.054625, 0.006425
 0.054750, 0.009463
 0.054875, 0.014493
 0.055000, 0.016198
 0.055125, 0.021539
 0.055250, 0.062440
 0.055375, 0.047894
 0.055500, 0.011951
 0.055625, 0.005844
 0.055750, 0.016202
 0.055875, 0.015475
 0.056000, 0.020640
 0.056125, 0.024786
 0.056250, 0.026034
 0.056375, 0.078289
 0.056500, 0.047008
 0.056625, 0.018508
 0.056750, 0.020504
 0.056875, 0.011067
 0.057000, 0.021867
 0.057125, 0.063310
 0.057250, 0.093711
 0.057375, 0.646828
 0.057500, 0.886205
 0.057625, 0.303292
 0.057750, 0.042890
 0.057875, 0.080181
 0.058000, 0.027510
 0.058125, 0.053366
 0.058250, 0.119365
 0.058375, 0.127775
 0.058500, 0.674554
 0.058625, 0.549116
 0.058750, 0.142662
 0.058875, 0.234717
 0.059000, 0.205687
 0.059125, 0.076835
 0.059250, 0.292441
 0.059375, 0.325284
 0.059500, 0.957362
 0.059625, 2.488267
 0.059750, 1.489396
 0.059875, 0.150960
 0.060000, 0.248463
 0.060125, 0.204579
 0.060250, 0.200893
 0.060375, 0.530073
 0.060500, 1.091023
 0.060625, 14.616741
 0.060750, 24.249921
 0.060875, 9.745071
 0.061000, 1.032803
 0.061125, 0.392135
 0.061250, 0.028310
 0.061375, 0.226084
 0.061500, 0.190310
 0.061625, 0.413991
 0.061750, 2.287149
 0.061875, 2.530217
 0.062000, 0.582548
 0.062125, 0.135526
 0.062250, 0.087146
 0.062375, 0.062048
 0.062500, 0.175523
 0.062625, 0.375240
 0.062750, 3.571073
 0.062875, 11.512884
 0.063000, 8.661207
 0.063125, 0.842761
 0.063250, 0.179544
 0.063375, 0.229353
 0.063500, 0.085463
 0.063625, 0.072238
 0.063750, 0.012217
 0.063875, 0.008360
 
